county,state_name,Location,lat,lng,population
Kenton,Kentucky,"Kenton, Kentucky",38.9334,-84.5333,165668
Davidson,North Carolina,"Davidson, North Carolina",35.7934,-80.2127,165381
Wyandotte,Kansas,"Wyandotte, Kansas",39.1146,-94.7646,164861
Kent,Rhode Island,"Kent, Rhode Island",41.6722,-71.593,163869
Hendricks,Indiana,"Hendricks, Indiana",39.7695,-86.51,163799
Alamance,North Carolina,"Alamance, North Carolina",36.0437,-79.3994,163324
Middlesex,Connecticut,"Middlesex, Connecticut",41.4632,-72.5351,163053
Chittenden,Vermont,"Chittenden, Vermont",44.461,-73.0809,162646
Portage,Ohio,"Portage, Ohio",41.1677,-81.1974,162511
Rock,Wisconsin,"Rock, Wisconsin",42.6712,-89.0716,162152
Centre,Pennsylvania,"Centre, Pennsylvania",40.9193,-77.82,161960
Lee,Alabama,"Lee, Alabama",32.6011,-85.3555,161152
Hampshire,Massachusetts,"Hampshire, Massachusetts",42.3402,-72.6638,161032
Ector,Texas,"Ector, Texas",31.8692,-102.5429,160579
Paulding,Georgia,"Paulding, Georgia",33.9205,-84.8673,159825
Charles,Maryland,"Charles, Maryland",38.5073,-76.9922,159428
St. Clair,Michigan,"St. Clair, Michigan",42.9341,-82.6805,159247
Rensselaer,New York,"Rensselaer, New York",42.7111,-73.5097,159185
Martin,Florida,"Martin, Florida",27.0775,-80.4315,159065
Yellowstone,Montana,"Yellowstone, Montana",45.9373,-108.2744,159008
Guadalupe,Texas,"Guadalupe, Texas",29.5831,-97.9486,158966
Jackson,Michigan,"Jackson, Michigan",42.2485,-84.4234,158636
Stearns,Minnesota,"Stearns, Minnesota",45.5521,-94.613,158452
Dorchester,South Carolina,"Dorchester, South Carolina",33.0793,-80.4067,158299
Alexandria,Virginia,"Alexandria, Virginia",38.8185,-77.0861,157613
Catawba,North Carolina,"Catawba, North Carolina",35.662,-81.2151,157613
Kootenai,Idaho,"Kootenai, Idaho",47.6744,-116.7018,157322
Sullivan,Tennessee,"Sullivan, Tennessee",36.5129,-82.3042,157050
Ouachita,Louisiana,"Ouachita, Louisiana",32.4783,-92.1549,155494
Madera,California,"Madera, California",37.218,-119.7627,155433
Schenectady,New York,"Schenectady, New York",42.8181,-74.0586,154859
Olmsted,Minnesota,"Olmsted, Minnesota",44.0038,-92.4018,154809
Fairfield,Ohio,"Fairfield, Ohio",39.7516,-82.6306,154457
Franklin,Pennsylvania,"Franklin, Pennsylvania",39.9274,-77.7213,154147
Berrien,Michigan,"Berrien, Michigan",41.9547,-86.4123,154133
Indian River,Florida,"Indian River, Florida",27.6943,-80.6062,153989
Johnson,Indiana,"Johnson, Indiana",39.49,-86.1016,153716
Houston,Georgia,"Houston, Georgia",32.459,-83.6662,153507
Bibb,Georgia,"Bibb, Georgia",32.8065,-83.6974,153200
Rankin,Mississippi,"Rankin, Mississippi",32.2641,-89.9458,152677
Cumberland,New Jersey,"Cumberland, New Jersey",39.3738,-75.1108,151906
Penobscot,Maine,"Penobscot, Maine",45.4006,-68.6495,151774
Mesa,Colorado,"Mesa, Colorado",39.0183,-108.4664,151218
Tolland,Connecticut,"Tolland, Connecticut",41.855,-72.3365,151063
Columbia,Georgia,"Columbia, Georgia",33.5441,-82.264,150705
Kings,California,"Kings, California",36.0753,-119.8155,150691
Washington,Maryland,"Washington, Maryland",39.6036,-77.814,150109
Merrimack,New Hampshire,"Merrimack, New Hampshire",43.2975,-71.6802,149917
Monroe,Michigan,"Monroe, Michigan",41.9287,-83.5375,149727
Santa Fe,New Mexico,"Santa Fe, New Mexico",35.5069,-105.9763,149293
Johnson,Iowa,"Johnson, Iowa",41.6715,-91.5881,148577
Stafford,Virginia,"Stafford, Virginia",38.4207,-77.458,146773
Monroe,Indiana,"Monroe, Indiana",39.1609,-86.5231,146461
Scott,Minnesota,"Scott, Minnesota",44.6485,-93.5359,145275
Citrus,Florida,"Citrus, Florida",28.8489,-82.4794,145169
Orange,North Carolina,"Orange, North Carolina",36.0611,-79.1207,144836
Rock Island,Illinois,"Rock Island, Illinois",41.4673,-90.5674,143873
Douglas,Georgia,"Douglas, Georgia",33.7018,-84.768,143316
Coweta,Georgia,"Coweta, Georgia",33.3535,-84.7634,143260
Randolph,North Carolina,"Randolph, North Carolina",35.7103,-79.806,143118
Sandoval,New Mexico,"Sandoval, New Mexico",35.6886,-106.8659,142704
Schuylkill,Pennsylvania,"Schuylkill, Pennsylvania",40.7058,-76.216,142674
Jackson,Mississippi,"Jackson, Mississippi",30.5423,-88.6357,142376
Comal,Texas,"Comal, Texas",29.8082,-98.2783,141642
Sussex,New Jersey,"Sussex, New Jersey",41.1393,-74.6909,141483
Coconino,Arizona,"Coconino, Arizona",35.8387,-111.7705,141274
Canadian,Oklahoma,"Canadian, Oklahoma",35.5424,-97.9824,140455
Rowan,North Carolina,"Rowan, North Carolina",35.6395,-80.5248,140296
Lebanon,Pennsylvania,"Lebanon, Pennsylvania",40.3672,-76.4577,139729
Napa,California,"Napa, California",38.5065,-122.3305,139623
Livingston,Louisiana,"Livingston, Louisiana",30.4401,-90.7279,138928
Florence,South Carolina,"Florence, South Carolina",34.0245,-79.703,138475
Taylor,Texas,"Taylor, Texas",32.3015,-99.8901,136870
Wilson,Tennessee,"Wilson, Tennessee",36.1549,-86.2978,136666
Humboldt,California,"Humboldt, California",40.6993,-123.8756,135940
Marathon,Wisconsin,"Marathon, Wisconsin",44.8983,-89.7591,135396
Hampton,Virginia,"Hampton, Virginia",37.0551,-76.363,135041
Washington,Wisconsin,"Washington, Wisconsin",43.3685,-88.2307,134925
Clark,Ohio,"Clark, Ohio",39.9168,-83.7838,134726
Wright,Minnesota,"Wright, Minnesota",45.174,-93.9631,134438
Calhoun,Michigan,"Calhoun, Michigan",42.2465,-85.0056,134212
Randall,Texas,"Randall, Texas",34.9659,-101.897,134026
Parker,Texas,"Parker, Texas",32.7777,-97.8051,133811
Tazewell,Illinois,"Tazewell, Illinois",40.5075,-89.5134,133195
Cambria,Pennsylvania,"Cambria, Pennsylvania",40.4953,-78.7137,133009
Spotsylvania,Virginia,"Spotsylvania, Virginia",38.185,-77.6561,132833
Robeson,North Carolina,"Robeson, North Carolina",34.6402,-79.1039,132596
Black Hawk,Iowa,"Black Hawk, Iowa",42.4701,-92.3088,132393
Harnett,North Carolina,"Harnett, North Carolina",35.3686,-78.8694,132283
Tangipahoa,Louisiana,"Tangipahoa, Louisiana",30.6266,-90.4057,132057
Brunswick,North Carolina,"Brunswick, North Carolina",34.071,-78.2377,131815
Wichita,Texas,"Wichita, Texas",33.9879,-98.7036,131596
Fayette,Pennsylvania,"Fayette, Pennsylvania",39.9199,-79.6473,131302
Grayson,Texas,"Grayson, Texas",33.6268,-96.6777,131014
Rapides,Louisiana,"Rapides, Louisiana",31.1986,-92.5332,130970
Boone,Kentucky,"Boone, Kentucky",38.9699,-84.7278,130820
Wood,Ohio,"Wood, Ohio",41.3617,-83.623,130150
Blount,Tennessee,"Blount, Tennessee",35.6872,-83.9255,129927
Madison,Indiana,"Madison, Indiana",40.1616,-85.7194,129455
Strafford,New Hampshire,"Strafford, New Hampshire",43.297,-71.0289,129124
Warren,Kentucky,"Warren, Kentucky",36.9936,-86.4238,128652
Chautauqua,New York,"Chautauqua, New York",42.2282,-79.3663,128496
Washington,Tennessee,"Washington, Tennessee",36.2933,-82.4974,127805
Sebastian,Arkansas,"Sebastian, Arkansas",35.1993,-94.2742,127591
San Juan,New Mexico,"San Juan, New Mexico",36.5085,-108.3206,126515
Bossier,Louisiana,"Bossier, Louisiana",32.6789,-93.605,126499
Berkshire,Massachusetts,"Berkshire, Massachusetts",42.3707,-73.2064,126425
Clarke,Georgia,"Clarke, Georgia",33.9512,-83.3673,126176
Washington,Rhode Island,"Washington, Rhode Island",41.4697,-71.6226,126060
Kendall,Illinois,"Kendall, Illinois",41.5906,-88.4288,126054
Cochise,Arizona,"Cochise, Arizona",31.8796,-109.7512,125867
Skagit,Washington,"Skagit, Washington",48.4794,-121.7302,125612
Linn,Oregon,"Linn, Oregon",44.4889,-122.535,125048
Sumter,Florida,"Sumter, Florida",28.7048,-82.081,125044
Hunterdon,New Jersey,"Hunterdon, New Jersey",40.5673,-74.9122,124823
Cache,Utah,"Cache, Utah",41.7224,-111.7436,124165
Pickens,South Carolina,"Pickens, South Carolina",34.8873,-82.7252,124029
Kaufman,Texas,"Kaufman, Texas",32.5993,-96.2878,123804
Faulkner,Arkansas,"Faulkner, Arkansas",35.147,-92.332,123624
Wayne,North Carolina,"Wayne, North Carolina",35.364,-78.004,123603
Gregg,Texas,"Gregg, Texas",32.4805,-94.817,123443
Blair,Pennsylvania,"Blair, Pennsylvania",40.481,-78.3486,123157
Ascension,Louisiana,"Ascension, Louisiana",30.2036,-90.9113,123114
Comanche,Oklahoma,"Comanche, Oklahoma",34.6621,-98.4717,121762
Kennebec,Maine,"Kennebec, Maine",44.4091,-69.7673,121753
Richland,Ohio,"Richland, Ohio",40.7747,-82.5365,121100
Douglas,Kansas,"Douglas, Kansas",38.8847,-95.2926,120290
Jasper,Missouri,"Jasper, Missouri",37.2036,-94.3406,119920
Potter,Texas,"Potter, Texas",35.4013,-101.8939,119674
Saline,Arkansas,"Saline, Arkansas",34.6466,-92.6765,119415
Morgan,Alabama,"Morgan, Alabama",34.4535,-86.8529,119213
Oswego,New York,"Oswego, New York",43.4269,-76.1414,118339
Tom Green,Texas,"Tom Green, Texas",31.4045,-100.4621,117986
La Crosse,Wisconsin,"La Crosse, Wisconsin",43.9066,-91.1152,117894
Missoula,Montana,"Missoula, Montana",47.0365,-113.9237,117309
Carroll,Georgia,"Carroll, Georgia",33.5828,-85.0798,117183
Windham,Connecticut,"Windham, Connecticut",41.83,-71.9874,116566
Clark,Indiana,"Clark, Indiana",38.4772,-85.7073,116507
Allegan,Michigan,"Allegan, Michigan",42.5913,-85.8884,116143
Wayne,Ohio,"Wayne, Ohio",40.8289,-81.888,116099
Lowndes,Georgia,"Lowndes, Georgia",30.8338,-83.2677,115364
Berkeley,West Virginia,"Berkeley, West Virginia",39.4641,-78.0275,115329
Sheboygan,Wisconsin,"Sheboygan, Wisconsin",43.7212,-87.9454,115178
Delaware,Indiana,"Delaware, Indiana",40.2275,-85.3969,115020
Henderson,North Carolina,"Henderson, North Carolina",35.3363,-82.48,114913
Calhoun,Alabama,"Calhoun, Alabama",33.7714,-85.826,114618
Bonneville,Idaho,"Bonneville, Idaho",43.3877,-111.6148,114392
Lycoming,Pennsylvania,"Lycoming, Pennsylvania",41.3434,-77.0645,114330
Jefferson,New York,"Jefferson, New York",44.0494,-75.921,112842
Fayette,Georgia,"Fayette, Georgia",33.414,-84.4942,112303
St. Mary's,Maryland,"St. Mary's, Maryland",38.3024,-76.6058,112290
Terrebonne,Louisiana,"Terrebonne, Louisiana",29.4148,-90.8663,112054
Mercer,Pennsylvania,"Mercer, Pennsylvania",41.3022,-80.2577,111518
Pennington,South Dakota,"Pennington, South Dakota",44.0037,-102.8238,110685
Kankakee,Illinois,"Kankakee, Illinois",41.1377,-87.8618,110637
LaPorte,Indiana,"LaPorte, Indiana",41.546,-86.74,110154
Flagler,Florida,"Flagler, Florida",29.4614,-81.3136,109801
LaSalle,Illinois,"LaSalle, Illinois",41.344,-88.8859,109737
Ontario,New York,"Ontario, New York",42.8528,-77.2998,109511
Eaton,Michigan,"Eaton, Michigan",42.5961,-84.8383,109456
Navajo,Arizona,"Navajo, Arizona",35.3997,-110.3214,109270
Douglas,Oregon,"Douglas, Oregon",43.2797,-123.1665,109114
St. Lawrence,New York,"St. Lawrence, New York",44.4964,-75.0691,108913
Hardin,Kentucky,"Hardin, Kentucky",37.6979,-85.9634,108527
Newton,Georgia,"Newton, Georgia",33.555,-83.8502,108079
Gallatin,Montana,"Gallatin, Montana",45.5404,-111.1704,108063
Androscoggin,Maine,"Androscoggin, Maine",44.1658,-70.2065,107602
Vigo,Indiana,"Vigo, Indiana",39.4306,-87.39,107459
Albemarle,Virginia,"Albemarle, Virginia",38.0229,-78.5567,107405
Craighead,Arkansas,"Craighead, Arkansas",35.8308,-90.6328,107345
Cowlitz,Washington,"Cowlitz, Washington",46.1932,-122.681,106778
Sumter,South Carolina,"Sumter, South Carolina",33.9162,-80.3823,106757
Warren,New Jersey,"Warren, New Jersey",40.8572,-74.9973,105862
Bradley,Tennessee,"Bradley, Tennessee",35.1541,-84.8596,105749
Hanover,Virginia,"Hanover, Virginia",37.7601,-77.4912,105537
Macon,Illinois,"Macon, Illinois",39.86,-88.9616,105528
Monongalia,West Virginia,"Monongalia, West Virginia",39.6303,-80.0466,105474
Miami,Ohio,"Miami, Ohio",40.0535,-84.2289,105371
Matanuska-Susitna,Alaska,"Matanuska-Susitna, Alaska",62.3162,-149.5714,105369
Bartow,Georgia,"Bartow, Georgia",34.2377,-84.8403,104919
Yamhill,Oregon,"Yamhill, Oregon",45.2326,-123.3081,104831
Houston,Alabama,"Houston, Alabama",31.1532,-85.3025,104702
Madison,Mississippi,"Madison, Mississippi",32.6347,-90.0337,104562
DeKalb,Illinois,"DeKalb, Illinois",41.8935,-88.7703,104366
Whitfield,Georgia,"Whitfield, Georgia",34.8056,-84.9672,104237
Bay,Michigan,"Bay, Michigan",43.708,-83.9916,104104
Cass,Missouri,"Cass, Missouri",38.647,-94.3549,103597
Eau Claire,Wisconsin,"Eau Claire, Wisconsin",44.7268,-91.286,103514
Highlands,Florida,"Highlands, Florida",27.3433,-81.341,103437
Franklin,Missouri,"Franklin, Missouri",38.4111,-91.075,103191
Columbiana,Ohio,"Columbiana, Ohio",40.7684,-80.7772,103190
Allen,Ohio,"Allen, Ohio",40.7715,-84.1058,103175
Walworth,Wisconsin,"Walworth, Wisconsin",42.6685,-88.5419,103074
Etowah,Alabama,"Etowah, Alabama",34.0453,-86.0348,102748
Tompkins,New York,"Tompkins, New York",42.452,-76.4736,102642
Fond du Lac,Wisconsin,"Fond du Lac, Wisconsin",43.7536,-88.4883,102597
Woodbury,Iowa,"Woodbury, Iowa",42.3897,-96.0448,102586
Cecil,Maryland,"Cecil, Maryland",39.5712,-75.9407,102552
Wicomico,Maryland,"Wicomico, Maryland",38.3733,-75.6208,102539
Craven,North Carolina,"Craven, North Carolina",35.1249,-77.0939,102491
Adams,Pennsylvania,"Adams, Pennsylvania",39.8715,-77.2179,102470
Carver,Minnesota,"Carver, Minnesota",44.8208,-93.8026,101949
Platte,Missouri,"Platte, Missouri",39.3803,-94.7738,100682
Daviess,Kentucky,"Daviess, Kentucky",37.7318,-87.0873,100474
Flathead,Montana,"Flathead, Montana",48.2951,-114.0497,99899
Nevada,California,"Nevada, California",39.3014,-120.7685,99244
Roanoke,Virginia,"Roanoke, Virginia",37.2785,-79.958,99229
Fairbanks North Star,Alaska,"Fairbanks North Star, Alaska",64.8078,-146.5654,99072
Putnam,New York,"Putnam, New York",41.4267,-73.7495,98787
Garland,Arkansas,"Garland, Arkansas",34.5767,-93.1504,98555
Lenawee,Michigan,"Lenawee, Michigan",41.8951,-84.0664,98381
Laramie,Wyoming,"Laramie, Wyoming",41.307,-104.6895,98320
Montgomery,Virginia,"Montgomery, Virginia",37.1743,-80.3872,98140
Lafourche,Louisiana,"Lafourche, Louisiana",29.5662,-90.4258,98108
Ashtabula,Ohio,"Ashtabula, Ohio",41.7075,-80.7483,97830
Madison,Tennessee,"Madison, Tennessee",35.6081,-88.8385,97625
Floyd,Georgia,"Floyd, Georgia",34.2632,-85.2143,97369
Moore,North Carolina,"Moore, North Carolina",35.3106,-79.4814,97294
Cleveland,North Carolina,"Cleveland, North Carolina",35.3341,-81.5555,97282
Rockwall,Texas,"Rockwall, Texas",32.8977,-96.4078,97175
Sevier,Tennessee,"Sevier, Tennessee",35.7846,-83.5242,97068
Dubuque,Iowa,"Dubuque, Iowa",42.4688,-90.8825,96982
Story,Iowa,"Story, Iowa",42.0362,-93.465,96941
Steuben,New York,"Steuben, New York",42.2678,-77.3838,96422
Sutter,California,"Sutter, California",39.0346,-121.6948,96109
Marshall,Alabama,"Marshall, Alabama",34.367,-86.3066,95643
Grant,Washington,"Grant, Washington",47.2057,-119.4518,95502
Portsmouth,Virginia,"Portsmouth, Virginia",36.8468,-76.354,95097
Burleigh,North Dakota,"Burleigh, North Dakota",46.9775,-100.4687,94793
Limestone,Alabama,"Limestone, Alabama",34.8101,-86.9814,94727
Sherburne,Minnesota,"Sherburne, Minnesota",45.4439,-93.7746,94463
Cabell,West Virginia,"Cabell, West Virginia",38.4203,-82.2417,94339
Hunt,Texas,"Hunt, Texas",33.1236,-96.0855,94162
Nash,North Carolina,"Nash, North Carolina",35.9673,-77.9864,94030
Geauga,Ohio,"Geauga, Ohio",41.4996,-81.1786,93843
Roanoke,Virginia,"Roanoke, Virginia",37.2693,-80.068,93823
Pottawattamie,Iowa,"Pottawattamie, Iowa",41.3366,-95.5423,93393
Bowie,Texas,"Bowie, Texas",33.4458,-94.4234,93373
Cape May,New Jersey,"Cape May, New Jersey",39.149,-74.8002,93086
Campbell,Kentucky,"Campbell, Kentucky",38.9465,-84.3795,92861
Lauderdale,Alabama,"Lauderdale, Alabama",34.9014,-87.654,92556
Tuscarawas,Ohio,"Tuscarawas, Ohio",40.4409,-81.4738,92335
Lancaster,South Carolina,"Lancaster, South Carolina",34.6867,-80.7054,92308
Grand Traverse,Michigan,"Grand Traverse, Michigan",44.6688,-85.5605,92181
Victoria,Texas,"Victoria, Texas",28.7964,-96.9715,92109
Franklin,Washington,"Franklin, Washington",46.5347,-118.8989,92009
Maury,Tennessee,"Maury, Tennessee",35.6169,-87.077,91976
Northumberland,Pennsylvania,"Northumberland, Pennsylvania",40.852,-76.7093,91761
Calvert,Maryland,"Calvert, Maryland",38.5434,-76.5687,91511
Walton,Georgia,"Walton, Georgia",33.7816,-83.7339,91442
Rogers,Oklahoma,"Rogers, Oklahoma",36.3716,-95.6044,91353
Benton,Oregon,"Benton, Oregon",44.4918,-123.4293,91107
Rockingham,North Carolina,"Rockingham, North Carolina",36.396,-79.775,91077
Madison,Kentucky,"Madison, Kentucky",37.7202,-84.278,90802
Wayne,New York,"Wayne, New York",43.1566,-77.0294,90519
Suffolk,Virginia,"Suffolk, Virginia",36.6953,-76.6398,90093
Burke,North Carolina,"Burke, North Carolina",35.7496,-81.7048,89968
Grafton,New Hampshire,"Grafton, New Hampshire",43.9406,-71.8208,89777
Rockdale,Georgia,"Rockdale, Georgia",33.6542,-84.0266,89717
Dougherty,Georgia,"Dougherty, Georgia",31.5335,-84.2164,89703
St. Croix,Wisconsin,"St. Croix, Wisconsin",45.0341,-92.4528,88732
Ozaukee,Wisconsin,"Ozaukee, Wisconsin",43.384,-87.9509,88597
Buchanan,Missouri,"Buchanan, Missouri",39.6598,-94.8059,88460
Lapeer,Michigan,"Lapeer, Michigan",43.0901,-83.2218,88038
St. Clair,Alabama,"St. Clair, Alabama",33.7157,-86.3146,87989
Dodge,Wisconsin,"Dodge, Wisconsin",43.4163,-88.7075,87715
Orangeburg,South Carolina,"Orangeburg, South Carolina",33.439,-80.8003,87687
Angelina,Texas,"Angelina, Texas",31.2548,-94.6119,87322
Mendocino,California,"Mendocino, California",39.4402,-123.3915,87224
Dallas,Iowa,"Dallas, Iowa",41.6849,-94.0398,87099
Lawrence,Pennsylvania,"Lawrence, Pennsylvania",40.9912,-80.3347,86727
Frederick,Virginia,"Frederick, Virginia",39.2046,-78.2625,86415
Josephine,Oregon,"Josephine, Oregon",42.3655,-123.5555,86251
Muskingum,Ohio,"Muskingum, Ohio",39.9654,-81.9444,86131
Bannock,Idaho,"Bannock, Idaho",42.6685,-112.2246,85765
Crawford,Pennsylvania,"Crawford, Pennsylvania",41.6847,-80.1063,85665
Christian,Missouri,"Christian, Missouri",36.9696,-93.1889,85658
Lee,Mississippi,"Lee, Mississippi",34.2899,-88.6804,85072
Indiana,Pennsylvania,"Indiana, Pennsylvania",40.6521,-79.0875,85032
Wood,West Virginia,"Wood, West Virginia",39.2112,-81.515,84960
Chemung,New York,"Chemung, New York",42.1413,-76.76,84895
Twin Falls,Idaho,"Twin Falls, Idaho",42.356,-114.6672,84869
Jefferson,Wisconsin,"Jefferson, Wisconsin",43.0208,-88.7759,84701
Bastrop,Texas,"Bastrop, Texas",30.1036,-97.312,84522
Glynn,Georgia,"Glynn, Georgia",31.2309,-81.5407,84470
Orange,Texas,"Orange, Texas",30.1213,-93.8939,84069
Liberty,Texas,"Liberty, Texas",30.1516,-94.8122,83702
Midland,Michigan,"Midland, Michigan",43.6468,-84.3881,83355
St. Landry,Louisiana,"St. Landry, Louisiana",30.5988,-92.0059,83172
Nassau,Florida,"Nassau, Florida",30.6106,-81.8016,83098
Polk,Oregon,"Polk, Oregon",44.9035,-123.4132,83037
Lincoln,North Carolina,"Lincoln, North Carolina",35.4856,-81.2235,82919
Island,Washington,"Island, Washington",48.163,-122.5481,82866
Cullman,Alabama,"Cullman, Alabama",34.1319,-86.8676,82853
Newport,Rhode Island,"Newport, Rhode Island",41.5564,-71.2368,82801
Bartholomew,Indiana,"Bartholomew, Indiana",39.206,-85.8976,82481
Howard,Indiana,"Howard, Indiana",40.4836,-86.117,82331
Caldwell,North Carolina,"Caldwell, North Carolina",35.953,-81.5464,81884
Payne,Oklahoma,"Payne, Oklahoma",36.0773,-96.9756,81815
Cascade,Montana,"Cascade, Montana",47.308,-111.347,81625
Wilson,North Carolina,"Wilson, North Carolina",35.7051,-77.9187,81435
Elmore,Alabama,"Elmore, Alabama",32.5966,-86.1492,81144
Henderson,Texas,"Henderson, Texas",32.2119,-95.8536,81070
Leavenworth,Kansas,"Leavenworth, Kansas",39.1993,-95.038,80745
Clinton,New York,"Clinton, New York",44.7462,-73.6782,80583
Lynchburg,Virginia,"Lynchburg, Virginia",37.4003,-79.1909,80569
Talladega,Alabama,"Talladega, Alabama",33.3801,-86.1659,80387
Natrona,Wyoming,"Natrona, Wyoming",42.9621,-106.7985,80333
Rockingham,Virginia,"Rockingham, Virginia",38.512,-78.8758,80284
Bullitt,Kentucky,"Bullitt, Kentucky",37.9701,-85.6959,80171
Clearfield,Pennsylvania,"Clearfield, Pennsylvania",41.0002,-78.4741,79908
Manitowoc,Wisconsin,"Manitowoc, Wisconsin",44.1199,-87.8097,79185
Kosciusko,Indiana,"Kosciusko, Indiana",41.2441,-85.8607,79035
Barrow,Georgia,"Barrow, Georgia",33.9932,-83.7127,78991
Wagoner,Oklahoma,"Wagoner, Oklahoma",35.9611,-95.5212,78958
White,Arkansas,"White, Arkansas",35.2563,-91.7455,78762
Cape Girardeau,Missouri,"Cape Girardeau, Missouri",37.384,-89.6845,78491
Clinton,Michigan,"Clinton, Michigan",42.9437,-84.6015,78389
Bedford,Virginia,"Bedford, Virginia",37.3152,-79.5242,78376
Lewis,Washington,"Lewis, Washington",46.5778,-122.3927,78145
Vermilion,Illinois,"Vermilion, Illinois",40.1834,-87.7328,77563
Oconee,South Carolina,"Oconee, South Carolina",34.7534,-83.0658,77528
Putnam,Tennessee,"Putnam, Tennessee",36.1408,-85.4952,77447
Cayuga,New York,"Cayuga, New York",42.9175,-76.5545,77425
Floyd,Indiana,"Floyd, Indiana",38.3189,-85.9068,77320
Umatilla,Oregon,"Umatilla, Oregon",45.5919,-118.7368,77129
