,State,County,"Male sufficient physical activity prevalence, 2001 (%)","Female sufficient physical activity prevalence, 2001 (%)","Male sufficient physical activity  prevalence, 2009 (%)","Female sufficient physical activity  prevalence, 2009 (%)","Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Difference in male sufficient physical activity prevalence, 2001-2009 (percentage points)","Difference in female sufficient physical activity prevalence, 2001-2009 (percentage points)"
1467,Mississippi,Leflore,38.7,26.7,43.0,32.1,41.3,33.1,4.4,5.4
1468,Mississippi,Lincoln,46.9,40.1,49.9,42.4,48.2,43.9,3.0,2.3
1469,Mississippi,Lowndes,49.5,36.8,51.4,40.1,47.6,42.0,1.9,3.3
1470,Mississippi,Madison,55.4,42.1,60.1,43.3,57.7,44.2,4.7,1.1
1471,Mississippi,Marion,41.7,32.8,48.2,37.1,47.1,38.3,6.4,4.4
1472,Mississippi,Marshall,41.6,27.9,41.1,32.0,39.1,33.0,-0.5,4.1
1473,Mississippi,Monroe,44.6,32.2,47.8,38.2,45.4,39.0,3.3,6.0
1474,Mississippi,Montgomery,45.1,30.1,46.6,33.7,44.9,34.8,1.5,3.7
1475,Mississippi,Neshoba,45.7,33.1,45.7,35.9,44.4,37.1,0.0,2.8
1476,Mississippi,Newton,49.0,38.0,48.6,40.5,45.5,41.2,-0.4,2.5
1477,Mississippi,Noxubee,41.7,24.8,41.5,28.2,39.3,29.0,-0.2,3.4
1478,Mississippi,Oktibbeha,51.9,40.1,57.8,45.9,56.3,47.0,5.9,5.8
1479,Mississippi,Panola,43.4,32.0,44.3,34.5,42.3,35.1,0.9,2.5
1480,Mississippi,Pearl River,47.7,39.1,51.0,42.0,47.9,43.7,3.3,2.8
1481,Mississippi,Perry,46.7,37.3,50.3,38.6,48.7,39.7,3.6,1.3
1482,Mississippi,Pike,46.7,31.0,50.6,36.9,50.3,38.4,3.9,5.8
1483,Mississippi,Pontotoc,44.0,31.4,48.7,37.0,47.7,37.7,4.6,5.6
1484,Mississippi,Prentiss,42.7,31.7,49.0,35.6,48.7,36.7,6.3,3.9
1485,Mississippi,Quitman,40.9,26.1,40.8,28.2,39.1,29.1,-0.1,2.1
1486,Mississippi,Rankin,51.7,42.2,55.0,43.8,54.1,44.3,3.2,1.6
1487,Mississippi,Scott,40.1,28.2,42.8,31.2,40.7,32.0,2.7,2.9
1488,Mississippi,Sharkey,39.9,28.6,44.9,35.2,43.2,36.3,5.0,6.6
1489,Mississippi,Simpson,44.4,32.6,46.2,35.0,44.3,36.1,1.8,2.4
1490,Mississippi,Smith,45.8,34.1,46.2,37.3,44.5,38.3,0.3,3.2
1491,Mississippi,Stone,50.0,36.0,52.0,41.6,50.3,42.5,1.9,5.6
1492,Mississippi,Sunflower,40.6,27.0,42.9,31.2,40.4,31.7,2.4,4.1
1493,Mississippi,Tallahatchie,36.6,27.3,41.8,29.9,39.7,30.7,5.2,2.6
1494,Mississippi,Tate,47.1,37.9,48.5,40.4,46.3,41.1,1.3,2.5
1495,Mississippi,Tippah,44.6,32.2,44.8,36.7,42.1,37.3,0.3,4.4
1496,Mississippi,Tishomingo,42.4,33.8,50.0,41.2,48.1,42.4,7.6,7.3
1497,Mississippi,Tunica,43.2,27.8,45.8,29.9,43.8,30.7,2.6,2.1
1498,Mississippi,Union,47.2,33.7,46.7,39.0,43.9,39.6,-0.5,5.3
1499,Mississippi,Walthall,41.0,31.7,46.7,36.3,45.6,37.4,5.6,4.5
1500,Mississippi,Warren,51.7,40.5,50.1,39.2,47.0,40.1,-1.6,-1.2
1501,Mississippi,Washington,45.5,30.5,43.7,34.0,39.0,33.6,-1.8,3.5
1502,Mississippi,Wayne,42.7,32.1,47.1,33.3,46.2,34.4,4.4,1.2
1503,Mississippi,Webster,45.6,36.0,49.5,39.7,47.7,41.0,4.0,3.7
1504,Mississippi,Wilkinson,40.5,26.3,45.3,34.9,42.9,35.9,4.8,8.6
1505,Mississippi,Winston,48.8,30.9,47.5,38.5,44.4,39.4,-1.3,7.6
1506,Mississippi,Yalobusha,44.8,36.4,47.9,39.2,46.0,40.5,3.1,2.8
1507,Mississippi,Yazoo,41.9,29.5,47.0,34.1,45.1,34.7,5.2,4.6
1508,Missouri,,55.7,45.6,55.5,49.3,53.6,50.3,-0.1,3.7
1509,Missouri,Adair,55.6,51.2,53.9,49.4,51.6,50.4,-1.8,-1.8
1510,Missouri,Andrew,53.9,43.9,57.6,53.5,54.8,54.6,3.7,9.6
1511,Missouri,Atchison,49.4,44.9,56.3,52.8,54.5,53.8,6.9,7.9
1512,Missouri,Audrain,52.0,42.4,55.0,48.0,53.8,49.0,3.0,5.6
1513,Missouri,Barry,54.9,44.3,54.8,46.5,53.5,47.6,-0.1,2.2
1514,Missouri,Barton,49.9,43.1,54.3,50.0,52.6,51.0,4.4,7.0
1515,Missouri,Bates,48.7,39.1,53.2,43.2,50.6,44.3,4.6,4.2
