,State,County,"Male obesity prevalence, 2001 (%)","Female obesity prevalence, 2001 (%)","Male obesity prevalence, 2009 (%)","Female obesity  prevalence, 2009 (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)","Difference in male obesity prevalence, 2001-2009 (percentage points)","Difference in female obesity prevalence, 2001-2009 (percentage points)"
1109,Kentucky,Powell,32.2,35.6,39.2,43.3,40.6,44.0,7.1,7.7
1110,Kentucky,Pulaski,29.7,30.2,36.5,35.7,37.8,37.5,6.7,5.6
1111,Kentucky,Robertson,29.5,33.5,40.7,42.6,41.9,43.6,11.2,9.1
1112,Kentucky,Rockcastle,32.6,34.2,41.0,44.1,42.3,45.4,8.4,9.9
1113,Kentucky,Rowan,26.4,29.8,37.3,37.9,38.6,38.6,10.9,8.1
1114,Kentucky,Russell,28.9,34.0,37.3,40.6,38.6,41.0,8.4,6.6
1115,Kentucky,Scott,28.7,30.7,36.6,39.7,37.8,40.3,7.9,8.9
1116,Kentucky,Shelby,29.2,29.3,36.9,38.4,38.2,39.2,7.7,9.1
1117,Kentucky,Simpson,30.0,29.5,36.9,36.5,38.1,37.5,6.8,7.0
1118,Kentucky,Spencer,30.2,30.1,37.3,34.9,38.6,35.6,7.1,4.9
1119,Kentucky,Taylor,28.2,29.4,35.4,40.7,36.5,41.1,7.1,11.4
1120,Kentucky,Todd,33.0,36.4,39.1,41.6,40.2,43.0,6.0,5.2
1121,Kentucky,Trigg,29.0,30.2,38.6,38.2,39.9,39.1,9.6,8.0
1122,Kentucky,Trimble,30.0,33.2,37.2,39.7,38.5,40.4,7.2,6.5
1123,Kentucky,Union,29.0,33.0,39.9,39.7,41.2,41.2,11.0,6.7
1124,Kentucky,Warren,26.7,27.1,32.8,35.6,34.0,36.6,6.1,8.4
1125,Kentucky,Washington,29.5,32.5,37.7,35.7,39.0,36.6,8.2,3.2
1126,Kentucky,Wayne,32.2,34.6,38.0,41.9,39.2,43.4,5.8,7.3
1127,Kentucky,Webster,32.0,33.6,40.2,41.7,41.4,42.4,8.1,8.1
1128,Kentucky,Whitley,34.1,33.3,36.9,41.6,38.1,41.2,2.8,8.3
1129,Kentucky,Wolfe,32.2,36.7,43.2,49.5,44.6,50.9,11.0,12.8
1130,Kentucky,Woodford,26.4,29.0,34.4,35.3,35.5,36.3,8.0,6.3
1131,Louisiana,,29.5,33.8,38.2,40.5,39.4,41.7,8.7,6.7
1132,Louisiana,Acadia,29.4,36.1,40.4,37.5,41.6,38.7,11.1,1.5
1133,Louisiana,Allen,29.9,39.1,44.2,44.0,45.6,44.9,14.2,4.9
1134,Louisiana,Ascension,28.4,30.2,38.1,36.9,39.4,37.7,9.7,6.6
1135,Louisiana,Assumption,33.2,40.5,41.9,45.1,43.1,46.1,8.7,4.6
1136,Louisiana,Avoyelles,32.7,38.2,43.1,45.9,44.4,46.9,10.4,7.7
1137,Louisiana,Beauregard,29.1,33.3,40.5,38.8,41.7,40.1,11.4,5.5
1138,Louisiana,Bienville,32.9,39.1,40.2,45.0,41.4,46.1,7.3,5.8
1139,Louisiana,Bossier,29.9,28.5,37.7,36.6,38.9,37.6,7.9,8.1
1140,Louisiana,Caddo,30.8,32.9,36.2,41.1,37.2,42.6,5.4,8.2
1141,Louisiana,Calcasieu,27.9,32.6,40.3,38.5,41.5,39.7,12.3,5.9
1142,Louisiana,Caldwell,32.7,36.0,39.9,39.8,41.2,40.4,7.2,3.7
1143,Louisiana,Cameron,31.4,31.4,40.7,39.6,42.0,40.5,9.3,8.2
1144,Louisiana,Catahoula,33.5,39.6,42.8,44.1,44.1,45.4,9.3,4.6
1145,Louisiana,Claiborne,32.8,42.1,39.8,46.5,41.0,47.8,7.1,4.4
1146,Louisiana,Concordia,33.7,39.1,43.4,44.9,44.9,45.4,9.7,5.8
1147,Louisiana,De Soto,34.4,38.3,41.2,46.3,42.5,46.9,6.8,8.0
1148,Louisiana,East Baton Rouge,27.5,30.4,36.6,38.4,38.0,39.4,9.0,8.0
1149,Louisiana,East Carroll,37.6,51.8,45.3,58.3,46.6,58.9,7.8,6.5
1150,Louisiana,East Feliciana,32.2,37.8,39.2,42.1,40.4,43.0,7.0,4.3
1151,Louisiana,Evangeline,30.7,40.3,42.4,42.8,43.6,44.3,11.8,2.5
1152,Louisiana,Franklin,34.8,40.2,42.0,46.1,43.1,47.1,7.2,5.9
1153,Louisiana,Grant,32.8,33.8,39.6,40.6,40.6,41.8,6.7,6.8
1154,Louisiana,Iberia,31.2,33.9,38.6,41.2,40.0,42.3,7.4,7.2
1155,Louisiana,Iberville,32.8,38.8,40.8,45.8,42.1,47.1,7.9,7.0
1156,Louisiana,Jackson,32.8,35.5,40.0,40.2,41.2,41.7,7.2,4.8
1157,Louisiana,Jefferson,27.7,32.1,37.3,39.3,38.2,40.6,9.6,7.2
1158,Louisiana,Jefferson Davis,30.1,35.2,43.3,41.5,44.5,43.0,13.1,6.3
1159,Louisiana,La Salle,31.8,35.4,39.9,39.0,41.1,40.4,8.1,3.6
1160,Louisiana,Lafayette,27.3,28.8,34.2,34.0,35.4,35.2,6.9,5.2
1161,Louisiana,Lafourche,32.9,36.1,44.1,42.6,45.4,43.9,11.2,6.5
1162,Louisiana,Lincoln,30.1,36.0,38.5,39.9,39.6,41.1,8.4,3.9
1163,Louisiana,Livingston,31.7,29.3,39.5,38.9,40.8,39.8,7.8,9.6
1164,Louisiana,Madison,35.8,45.7,41.7,52.0,42.9,53.5,6.0,6.3
1165,Louisiana,Morehouse,32.9,39.5,41.5,47.1,42.6,48.4,8.6,7.6
1166,Louisiana,Natchitoches,32.1,38.6,41.5,45.9,42.8,47.2,9.4,7.3
1167,Louisiana,Orleans,26.9,37.6,32.1,41.6,33.1,43.1,5.2,4.0
1168,Louisiana,Ouachita,30.5,33.6,38.5,39.7,39.6,41.3,8.0,6.1
1169,Louisiana,Plaquemines,33.1,37.0,39.7,40.5,40.8,41.4,6.6,3.6
1170,Louisiana,Pointe Coupee,32.3,37.1,40.5,44.2,41.7,45.4,8.1,7.1
1171,Louisiana,Rapides,28.0,35.3,38.6,40.9,39.7,42.9,10.6,5.7
1172,Louisiana,Red River,35.0,40.1,42.3,48.1,43.5,49.2,7.4,8.0
1173,Louisiana,Richland,34.5,38.7,42.9,48.7,44.3,49.6,8.5,9.9
1174,Louisiana,Sabine,31.9,35.1,41.6,44.5,42.8,45.4,9.7,9.4
1175,Louisiana,St. Bernard,31.3,35.0,37.0,39.0,38.1,39.3,5.7,4.0
1176,Louisiana,St. Charles,30.4,35.1,41.2,41.1,42.4,42.1,10.8,6.1
1177,Louisiana,St. Helena,33.5,40.4,39.8,47.0,41.0,48.4,6.3,6.6
1178,Louisiana,St. James,31.6,38.4,40.5,43.6,41.7,45.3,8.8,5.2
1179,Louisiana,St. John the Baptist,33.2,36.6,42.2,46.4,43.2,47.1,9.0,9.7
1180,Louisiana,St. Landry,30.3,39.6,40.5,45.3,41.9,46.4,10.2,5.6
1181,Louisiana,St. Martin,32.7,37.5,39.6,43.6,40.8,45.2,6.8,6.1
1182,Louisiana,St. Mary,33.4,39.7,40.9,46.2,41.9,47.5,7.5,6.5
1183,Louisiana,St. Tammany,25.1,24.8,36.1,33.0,37.4,34.1,11.0,8.2
1184,Louisiana,Tangipahoa,30.7,35.8,39.6,45.1,40.8,46.2,8.9,9.3
1185,Louisiana,Tensas,35.8,44.4,40.8,50.9,42.0,51.5,4.9,6.5
1186,Louisiana,Terrebonne,31.0,38.1,42.6,45.0,43.8,46.4,11.5,7.0
1187,Louisiana,Union,31.5,35.9,39.4,46.6,40.6,47.9,7.9,10.7
1188,Louisiana,Vermilion,31.9,32.8,40.1,39.0,41.3,39.8,8.2,6.2
1189,Louisiana,Vernon,26.5,31.9,39.4,42.7,40.7,43.2,13.0,10.8
1190,Louisiana,Washington,31.2,36.5,40.9,46.4,42.2,47.9,9.8,9.8
1191,Louisiana,Webster,31.1,36.2,41.4,42.2,42.6,43.4,10.4,6.1
1192,Louisiana,West Baton Rouge,33.0,35.1,39.5,40.3,40.7,41.3,6.6,5.3
1193,Louisiana,West Carroll,33.5,37.9,43.1,44.9,44.2,46.2,9.5,7.1
1194,Louisiana,West Feliciana,34.6,38.6,41.1,42.6,42.4,43.6,6.5,4.0
1195,Louisiana,Winn,34.6,37.5,40.5,43.0,41.8,43.6,5.9,5.4
1196,Maine,,24.4,26.5,31.7,33.8,32.8,34.9,7.2,7.4
1197,Maine,Androscoggin,28.7,29.2,33.8,39.0,35.1,40.0,5.1,9.9
1198,Maine,Aroostook,27.5,32.1,37.0,39.8,38.3,41.2,9.5,7.6
1199,Maine,Cumberland,20.3,20.9,27.0,26.9,27.8,28.2,6.7,6.1
1200,Maine,Franklin,26.7,28.7,33.2,36.3,34.4,37.6,6.4,7.6
1201,Maine,Hancock,22.4,25.7,30.5,31.1,31.5,32.2,8.1,5.4
1202,Maine,Kennebec,26.4,29.1,31.9,35.4,33.2,36.2,5.5,6.3
1203,Maine,Knox,22.7,24.5,29.9,29.4,31.0,30.0,7.1,4.9
1204,Maine,Lincoln,22.2,24.6,27.9,29.4,28.8,30.2,5.7,4.8
1205,Maine,Oxford,26.0,29.0,33.1,36.3,34.6,37.5,7.1,7.3
1206,Maine,Penobscot,25.1,27.9,35.1,38.5,36.3,39.6,10.0,10.5
1207,Maine,Piscataquis,28.4,31.5,36.5,38.1,37.5,39.5,8.1,6.6
1208,Maine,Sagadahoc,24.3,26.2,29.5,32.8,30.6,33.8,5.2,6.6
1209,Maine,Somerset,28.3,30.4,37.3,41.9,38.5,42.6,9.0,11.5
1210,Maine,Waldo,25.1,28.1,32.3,35.4,33.5,36.4,7.3,7.3
1211,Maine,Washington,26.8,31.8,35.9,39.1,37.1,40.3,9.1,7.3
1212,Maine,York,23.8,25.4,30.6,32.0,31.9,33.0,6.8,6.6
1213,Maryland,,25.4,28.6,32.8,36.1,33.9,36.9,7.4,7.5
1214,Maryland,Allegany,28.4,29.2,36.2,38.6,37.4,39.7,7.8,9.4
1215,Maryland,Anne Arundel,26.1,28.3,34.6,33.1,35.9,33.8,8.5,4.8
1216,Maryland,Baltimore,25.0,28.1,33.0,35.2,33.7,36.0,7.9,7.1
1217,Maryland,Baltimore City,29.1,39.2,34.5,45.3,35.4,46.1,5.3,6.1
1218,Maryland,Calvert,29.0,28.5,36.3,36.0,37.4,37.1,7.3,7.5
1219,Maryland,Caroline,29.1,34.6,39.5,42.9,40.9,43.5,10.4,8.3
1220,Maryland,Carroll,25.3,26.1,35.8,35.3,36.9,36.0,10.5,9.1
1221,Maryland,Cecil,28.3,27.4,37.6,38.0,38.9,38.6,9.3,10.6
1222,Maryland,Charles,29.4,32.1,36.7,41.4,37.9,42.2,7.3,9.4
1223,Maryland,Dorchester,29.5,36.9,39.2,46.0,40.5,47.1,9.7,9.1
1224,Maryland,Frederick,26.0,25.8,33.1,32.6,34.2,33.4,7.2,6.8
1225,Maryland,Garrett,29.0,32.3,34.8,40.7,35.9,41.5,5.8,8.4
1226,Maryland,Harford,27.4,27.9,36.1,34.5,37.5,35.5,8.7,6.6
1227,Maryland,Howard,20.0,20.5,30.0,27.4,31.0,28.1,10.1,6.9
1228,Maryland,Kent,28.9,27.5,34.9,37.0,35.9,37.8,6.0,9.5
1229,Maryland,Montgomery,17.7,18.3,23.9,24.9,24.8,25.5,6.2,6.6
1230,Maryland,Prince Georges,27.8,35.1,34.6,44.9,35.9,45.5,6.8,9.7
1231,Maryland,Queen Annes,27.8,25.8,35.5,33.8,36.7,34.5,7.7,8.0
1232,Maryland,Somerset,33.3,39.7,41.5,50.6,42.7,51.7,8.2,10.8
1233,Maryland,St. Marys,29.3,28.6,35.7,38.4,36.7,39.0,6.3,9.8
1234,Maryland,Talbot,23.1,26.7,34.1,33.4,35.5,34.5,11.0,6.7
1235,Maryland,Washington,28.8,28.2,36.8,38.5,38.2,39.1,8.0,10.3
1236,Maryland,Wicomico,28.4,31.3,36.1,42.4,37.4,43.8,7.7,11.1
1237,Maryland,Worcester,30.5,31.0,36.3,40.4,37.4,41.3,5.8,9.4
1238,Massachusetts,,22.9,23.8,30.0,30.3,31.0,31.1,7.1,6.5
1239,Massachusetts,Barnstable,21.7,20.1,27.1,23.2,27.9,24.0,5.4,3.2
1240,Massachusetts,Berkshire,25.1,22.4,27.0,31.0,27.9,31.7,1.9,8.6
1241,Massachusetts,Bristol,28.1,28.6,34.4,35.8,35.9,36.5,6.3,7.3
1242,Massachusetts,Dukes,21.0,20.7,28.0,24.4,29.1,25.3,7.0,3.7
1243,Massachusetts,Essex,25.0,23.8,32.2,30.1,33.2,30.6,7.2,6.3
1244,Massachusetts,Franklin,21.7,24.1,27.1,30.3,28.1,30.8,5.4,6.2
1245,Massachusetts,Hampden,26.1,29.8,33.9,37.6,35.1,38.1,7.8,7.9
1246,Massachusetts,Hampshire,19.9,20.9,27.0,28.1,28.0,29.1,7.1,7.2
1247,Massachusetts,Middlesex,20.2,21.5,29.5,28.4,30.4,29.9,9.3,6.9
1248,Massachusetts,Nantucket,21.8,23.1,29.9,25.6,30.8,26.3,8.1,2.5
1249,Massachusetts,Norfolk,20.5,19.9,27.1,24.6,28.1,25.1,6.5,4.7
1250,Massachusetts,Plymouth,24.8,23.7,31.9,30.0,33.0,31.3,7.1,6.3
1251,Massachusetts,Suffolk,19.7,25.7,25.5,32.9,26.1,33.0,5.8,7.1
1252,Massachusetts,Worcester,25.1,25.4,31.4,31.8,32.5,32.6,6.3,6.5
1253,Michigan,,28.0,31.6,35.6,38.4,36.6,39.5,7.6,6.9
1254,Michigan,Alcona,29.3,32.5,37.0,38.1,38.2,39.1,7.7,5.6
1255,Michigan,Alger,29.0,30.2,36.9,36.9,38.1,38.1,7.9,6.7
1256,Michigan,Allegan,29.0,28.4,34.9,38.1,36.2,39.2,5.9,9.8
1257,Michigan,Alpena,28.3,28.7,35.0,36.4,36.3,37.6,6.7,7.7
1258,Michigan,Antrim,27.5,28.0,32.1,37.0,33.2,37.8,4.5,9.0
1259,Michigan,Arenac,29.9,33.0,40.3,41.5,41.6,42.6,10.4,8.5
1260,Michigan,Baraga,28.9,33.8,38.5,37.7,39.7,38.7,9.6,3.9
1261,Michigan,Barry,28.8,27.9,37.1,41.8,38.4,42.8,8.3,13.9
1262,Michigan,Bay,31.4,32.8,40.8,39.6,42.1,40.4,9.4,6.8
1263,Michigan,Benzie,28.2,29.9,32.4,34.3,33.6,35.0,4.2,4.4
1264,Michigan,Berrien,28.1,31.4,37.8,39.4,39.1,40.4,9.7,7.9
1265,Michigan,Branch,29.0,30.6,38.6,40.5,40.0,41.4,9.6,9.9
1266,Michigan,Calhoun,29.6,31.0,38.6,43.4,39.8,44.6,8.9,12.4
1267,Michigan,Cass,27.6,31.6,34.7,40.0,36.0,40.4,7.1,8.4
1268,Michigan,Charlevoix,26.2,27.8,31.7,34.3,32.8,34.9,5.6,6.5
1269,Michigan,Cheboygan,27.9,32.0,37.8,38.2,39.2,39.5,9.9,6.2
1270,Michigan,Chippewa,29.1,30.7,38.3,38.9,39.8,39.7,9.1,8.2
1271,Michigan,Clare,31.6,35.7,38.9,37.9,40.0,39.6,7.3,2.2
1272,Michigan,Clinton,27.7,29.3,37.6,37.5,39.1,38.8,9.9,8.2
1273,Michigan,Crawford,27.9,30.7,35.4,39.7,36.7,40.2,7.5,9.0
1274,Michigan,Delta,28.3,29.9,36.4,37.0,37.6,38.3,8.1,7.1
1275,Michigan,Dickinson,25.5,28.3,35.0,31.7,36.2,32.5,9.6,3.4
1276,Michigan,Eaton,27.6,28.6,38.4,39.8,39.7,40.9,10.8,11.2
1277,Michigan,Emmet,23.2,26.2,32.1,34.1,33.3,35.1,8.9,7.9
1278,Michigan,Genesee,30.4,35.3,39.8,45.3,41.1,46.2,9.4,10.0
1279,Michigan,Gladwin,31.0,35.9,39.8,39.4,41.1,40.8,8.8,3.6
1280,Michigan,Gogebic,27.2,28.6,34.6,33.5,35.8,34.1,7.3,4.8
1281,Michigan,Grand Traverse,25.9,25.2,30.6,33.5,31.6,34.7,4.7,8.3
1282,Michigan,Gratiot,30.3,31.2,40.0,44.3,41.3,45.1,9.7,13.0
1283,Michigan,Hillsdale,28.4,31.7,39.0,38.7,40.3,39.9,10.6,7.0
1284,Michigan,Houghton,26.1,28.6,33.2,31.9,34.5,32.7,7.2,3.3
1285,Michigan,Huron,28.7,33.9,38.1,36.1,39.3,36.8,9.4,2.1
1286,Michigan,Ingham,25.1,31.8,34.1,38.0,35.1,39.2,8.9,6.2
1287,Michigan,Ionia,30.5,29.6,38.9,43.7,40.2,44.7,8.4,14.1
1288,Michigan,Iosco,30.3,32.2,38.2,39.9,39.5,41.2,8.0,7.7
1289,Michigan,Iron,26.6,29.1,35.7,34.1,36.9,34.7,9.1,5.0
1290,Michigan,Isabella,29.0,32.0,39.2,38.0,40.5,39.3,10.1,6.0
1291,Michigan,Jackson,29.5,31.4,39.1,40.7,40.4,41.8,9.6,9.3
1292,Michigan,Kalamazoo,25.5,27.4,33.0,37.7,34.2,38.4,7.5,10.2
1293,Michigan,Kalkaska,29.4,29.9,34.5,37.7,35.6,38.9,5.0,7.8
1294,Michigan,Kent,25.5,28.3,34.5,37.3,35.7,38.1,9.0,9.0
1295,Michigan,Keweenaw,27.2,31.0,33.9,29.6,35.1,30.3,6.7,-1.4
1296,Michigan,Lake,32.4,38.0,39.7,44.3,40.9,45.6,7.3,6.3
1297,Michigan,Lapeer,29.0,31.3,38.2,38.7,39.4,40.0,9.3,7.4
1298,Michigan,Leelanau,26.4,27.4,31.2,32.0,32.3,33.0,4.8,4.5
1299,Michigan,Lenawee,29.2,30.8,37.4,38.6,38.6,39.5,8.2,7.8
1300,Michigan,Livingston,27.6,27.0,34.2,32.1,35.3,33.0,6.6,5.1
1301,Michigan,Luce,30.6,31.0,37.3,37.9,38.5,38.8,6.6,7.0
1302,Michigan,Mackinac,29.2,30.3,36.6,37.2,37.7,38.0,7.4,6.8
1303,Michigan,Macomb,26.9,30.0,35.3,37.0,36.0,38.2,8.4,7.0
1304,Michigan,Manistee,30.1,32.4,33.1,35.7,34.1,37.0,3.0,3.3
1305,Michigan,Marquette,25.6,28.9,35.4,34.1,36.6,35.5,9.9,5.3
1306,Michigan,Mason,29.0,33.2,36.2,37.2,37.4,38.0,7.2,4.1
1307,Michigan,Mecosta,28.6,31.1,37.2,37.1,38.4,38.6,8.6,6.0
1308,Michigan,Menominee,28.6,31.1,38.4,36.2,39.6,37.4,9.8,5.1
1309,Michigan,Midland,27.4,32.0,37.9,35.2,39.0,36.2,10.4,3.2
1310,Michigan,Missaukee,30.2,31.4,36.5,39.1,37.7,40.6,6.3,7.7
1311,Michigan,Monroe,31.3,32.7,40.6,40.4,41.8,41.4,9.2,7.7
1312,Michigan,Montcalm,30.5,31.3,38.2,40.5,39.5,40.9,7.7,9.2
1313,Michigan,Montmorency,29.4,32.8,37.2,39.1,38.3,39.9,7.8,6.3
1314,Michigan,Muskegon,27.6,33.6,36.0,42.6,37.3,43.6,8.5,9.0
1315,Michigan,Newaygo,28.8,31.6,38.6,40.4,39.9,41.2,9.8,8.8
1316,Michigan,Oakland,23.9,26.8,30.9,31.9,31.7,32.9,7.0,5.1
1317,Michigan,Oceana,28.0,32.8,39.0,41.6,40.2,42.5,10.9,8.8
1318,Michigan,Ogemaw,29.0,34.5,37.7,39.1,39.0,40.5,8.7,4.6
1319,Michigan,Ontonagon,26.5,29.8,33.5,31.7,34.7,32.7,7.0,1.9
1320,Michigan,Osceola,28.9,31.7,38.7,38.7,40.1,39.4,9.8,7.0
1321,Michigan,Oscoda,31.4,34.5,38.4,41.3,39.7,41.8,7.0,6.7
1322,Michigan,Otsego,27.0,28.2,33.3,34.5,34.6,35.5,6.3,6.3
1323,Michigan,Ottawa,26.0,29.1,32.6,33.0,33.6,34.0,6.6,4.0
1324,Michigan,Presque Isle,29.7,31.7,38.4,38.1,39.7,39.2,8.6,6.4
1325,Michigan,Roscommon,30.7,33.6,36.9,40.4,38.0,41.0,6.2,6.8
1326,Michigan,Saginaw,32.2,36.4,40.9,47.2,42.2,47.5,8.8,10.9
1327,Michigan,Sanilac,29.1,33.8,38.9,38.4,40.2,39.3,9.8,4.6
1328,Michigan,Schoolcraft,30.5,31.3,36.0,37.6,37.3,38.3,5.4,6.3
1329,Michigan,Shiawassee,29.2,32.4,37.6,42.4,38.8,43.3,8.4,10.0
1330,Michigan,St. Clair,28.4,31.2,36.9,37.5,37.9,38.7,8.4,6.3
1331,Michigan,St. Joseph,29.9,30.5,34.6,41.8,35.8,43.2,4.7,11.4
1332,Michigan,Tuscola,31.6,33.1,41.1,38.7,42.4,39.3,9.5,5.6
1333,Michigan,Van Buren,29.2,30.0,35.1,38.7,36.3,40.2,5.9,8.7
1334,Michigan,Washtenaw,21.1,22.9,26.3,28.8,27.0,29.6,5.2,5.9
1335,Michigan,Wayne,31.8,38.6,37.2,43.3,38.1,44.5,5.5,4.7
1336,Michigan,Wexford,28.5,29.9,33.9,39.1,35.1,39.5,5.4,9.2
1337,Minnesota,,26.1,27.1,32.4,32.5,33.4,33.3,6.2,5.4
1338,Minnesota,Aitkin,29.8,28.7,35.4,34.9,36.6,35.5,5.6,6.2
1339,Minnesota,Anoka,28.8,30.1,36.2,34.8,37.5,35.8,7.4,4.7
1340,Minnesota,Becker,29.3,29.1,34.4,34.9,35.5,35.6,5.1,5.8
1341,Minnesota,Beltrami,30.0,29.4,34.0,36.7,35.1,37.3,4.0,7.3
1342,Minnesota,Benton,30.6,29.5,33.4,36.8,34.5,37.5,2.9,7.2
1343,Minnesota,Big Stone,29.0,30.3,34.5,34.2,35.6,35.5,5.5,3.9
1344,Minnesota,Blue Earth,26.8,25.9,32.2,33.7,33.2,34.7,5.3,7.9
1345,Minnesota,Brown,27.9,28.2,36.9,34.3,38.1,34.5,9.0,6.1
1346,Minnesota,Carlton,29.4,27.5,35.3,34.3,36.5,35.3,5.9,6.8
1347,Minnesota,Carver,27.9,25.5,34.7,30.5,35.9,31.2,6.8,4.9
1348,Minnesota,Cass,29.8,30.6,36.3,33.6,37.5,35.1,6.5,3.0
1349,Minnesota,Chippewa,28.8,30.0,36.0,36.1,37.2,37.0,7.2,6.1
1350,Minnesota,Chisago,28.6,27.5,35.3,32.3,36.6,33.0,6.7,4.8
1351,Minnesota,Clay,30.2,28.0,37.9,35.5,39.2,36.5,7.7,7.5
1352,Minnesota,Clearwater,31.1,32.4,36.1,37.3,37.3,38.4,5.1,4.9
1353,Minnesota,Cook,25.9,25.2,33.1,33.2,34.1,34.0,7.2,8.0
1354,Minnesota,Cottonwood,26.7,29.6,35.7,33.6,36.8,34.6,9.0,4.0
1355,Minnesota,Crow Wing,28.6,26.1,33.3,32.6,34.4,33.2,4.8,6.5
1356,Minnesota,Dakota,27.0,26.3,33.6,31.0,34.7,31.5,6.6,4.7
1357,Minnesota,Dodge,28.6,28.5,38.7,38.6,40.1,39.6,10.1,10.2
1358,Minnesota,Douglas,28.0,26.6,34.0,30.7,35.2,31.4,6.0,4.1
1359,Minnesota,Faribault,27.9,29.5,35.4,35.3,36.7,36.2,7.5,5.9
1360,Minnesota,Fillmore,28.1,28.0,37.1,34.5,38.4,35.3,9.0,6.5
1361,Minnesota,Freeborn,28.4,29.3,38.4,34.7,39.7,35.7,10.0,5.3
1362,Minnesota,Goodhue,28.0,29.2,37.3,34.2,38.6,35.3,9.4,5.0
1363,Minnesota,Grant,28.6,28.8,35.6,34.0,36.8,34.7,7.0,5.1
1364,Minnesota,Hennepin,22.1,25.2,27.8,29.7,28.4,30.4,5.7,4.4
1365,Minnesota,Houston,26.8,25.9,34.4,31.8,35.6,32.7,7.6,5.9
1366,Minnesota,Hubbard,28.2,27.9,34.0,34.9,35.3,36.0,5.8,7.0
1367,Minnesota,Isanti,27.5,28.2,35.0,33.9,36.1,34.8,7.5,5.7
1368,Minnesota,Itasca,26.9,26.7,34.0,32.4,35.1,33.2,7.1,5.7
1369,Minnesota,Jackson,27.5,29.4,34.8,34.1,36.0,34.9,7.3,4.7
1370,Minnesota,Kanabec,29.0,28.0,35.4,36.0,36.5,37.2,6.4,7.9
1371,Minnesota,Kandiyohi,27.4,27.0,34.5,34.7,35.6,35.8,7.0,7.7
1372,Minnesota,Kittson,29.5,28.3,35.2,33.4,36.4,34.4,5.7,5.1
1373,Minnesota,Koochiching,29.0,28.8,35.2,34.5,36.5,35.5,6.2,5.7
1374,Minnesota,Lac qui Parle,27.4,29.9,33.3,32.4,34.4,33.4,5.9,2.5
1375,Minnesota,Lake,26.5,26.1,33.9,33.5,35.2,34.3,7.4,7.4
1376,Minnesota,Lake of the Woods,28.9,28.0,36.2,34.4,37.4,35.5,7.3,6.4
1377,Minnesota,Le Sueur,27.6,28.2,35.6,36.8,36.8,37.7,8.0,8.6
1378,Minnesota,Lincoln,28.0,29.3,34.2,33.5,35.4,34.4,6.2,4.2
1379,Minnesota,Lyon,26.6,28.6,34.5,33.6,35.7,34.3,7.9,5.0
1380,Minnesota,Mahnomen,33.3,36.5,38.1,42.6,39.1,44.1,4.8,6.1
1381,Minnesota,Marshall,31.3,31.2,37.9,36.0,39.1,36.8,6.6,4.8
1382,Minnesota,Martin,27.6,28.8,33.6,34.9,34.8,35.8,6.0,6.1
1383,Minnesota,McLeod,28.4,30.6,37.7,34.8,39.1,35.7,9.3,4.2
1384,Minnesota,Meeker,28.2,31.1,38.2,35.4,39.6,36.2,10.1,4.3
1385,Minnesota,Mille Lacs,29.8,29.0,33.4,37.1,34.5,37.9,3.6,8.1
1386,Minnesota,Morrison,30.7,31.2,34.9,36.4,36.0,36.9,4.1,5.3
1387,Minnesota,Mower,28.4,29.0,37.7,37.9,38.8,38.6,9.4,8.8
1388,Minnesota,Murray,27.1,29.7,34.5,32.8,35.7,33.5,7.3,3.2
1389,Minnesota,Nicollet,26.5,25.0,33.8,35.4,34.9,36.4,7.4,10.4
1390,Minnesota,Nobles,27.9,30.1,34.8,34.2,35.8,35.1,6.9,4.2
1391,Minnesota,Norman,30.0,28.7,36.2,34.8,37.4,35.4,6.2,6.2
1392,Minnesota,Olmsted,19.4,21.8,26.3,30.5,27.0,31.0,6.9,8.8
1393,Minnesota,Otter Tail,28.3,29.1,35.6,33.6,36.9,34.1,7.3,4.5
1394,Minnesota,Pennington,30.7,29.9,36.1,34.2,37.3,34.9,5.4,4.3
1395,Minnesota,Pine,30.0,29.3,36.3,37.5,37.7,37.8,6.3,8.3
1396,Minnesota,Pipestone,29.5,29.9,36.2,35.4,37.4,36.5,6.7,5.5
1397,Minnesota,Polk,30.1,30.9,36.9,34.2,38.1,35.3,6.9,3.2
1398,Minnesota,Pope,29.4,28.6,34.5,32.7,35.8,33.6,5.1,4.2
1399,Minnesota,Ramsey,25.1,28.2,28.1,32.6,28.7,33.3,3.0,4.4
1400,Minnesota,Red Lake,30.5,33.5,37.1,33.6,38.3,34.4,6.5,0.1
1401,Minnesota,Redwood,27.2,29.1,36.2,34.9,37.4,35.7,9.1,5.8
1402,Minnesota,Renville,27.7,28.7,36.6,37.4,37.7,38.2,8.9,8.7
1403,Minnesota,Rice,27.9,27.7,35.5,34.1,36.7,34.8,7.6,6.4
1404,Minnesota,Rock,28.1,27.9,35.5,33.5,36.7,34.6,7.4,5.6
1405,Minnesota,Roseau,29.9,28.5,36.4,34.5,37.5,35.9,6.5,6.0
1406,Minnesota,Scott,26.4,26.0,33.9,30.8,35.0,31.6,7.5,4.8
1407,Minnesota,Sherburne,27.7,27.7,34.6,35.5,36.0,36.4,6.9,7.8
1408,Minnesota,Sibley,29.3,30.1,36.8,38.4,38.0,39.3,7.5,8.3
1409,Minnesota,St. Louis,26.1,26.0,32.3,34.0,33.3,35.0,6.2,8.0
